CL_NM,PARTN_CO,TOUR_PD,ALL_KWRD_CN,ALL_KWRD_CO,ALL_CNTNTS_CN,ALL_CNTNTS_CO,PLAN_YM,TOUR_BEGIN_YM,조사기간
부모,1,15,"식도락 여행,부모,가족",3,"거문오름(UNESCO 세계자연유산),당산봉(당오름,차귀오름),동문시장(주),마라도(마라해양도립공원),백록담,비양도,비자림,사려니숲길,산방산 용머리해안 지질트레일,산방산탄산온천,섭지코지,성널오름 (성판악),성산일출봉(UNESCO 세계자연유산),송악산둘레길,수월봉 지질트레일,신창풍차해안도로,엉알해안,엉알해안산책로,오설록티뮤지엄,외돌개,용담/용두암 해안도로,월령선인장군락지,월정리해변,이중섭거리,정방폭포,제주곶자왈도립공원,제주김녕미로공원,주상절리대(중문대포해안),천제연폭포,천지연폭포,카멜리아힐,판포포구,한림공원,한림매일시장,한림민속오일시장,한림바다체험마을,한림항,함덕해수욕장,협재굴(한림공원),협재해수욕장,황우지해안",42,202304,202305,202303
부모,4,4,"부모,휴식과 치유 여행,동석이",3,우도(해양도립공원),1,202304,202307,202303
부모,5,3,"부모,천천히 걷기,ㅏㅏ,ㅜㅠㅗㅠㅗ",4,,0,202304,202305,202303
부모,7,4,"부모,휴식과 치유 여행,아이",3,,0,202304,202305,202303
아이,4,3,"아이,제주의 문화유산,역사여행,문화탐방,교육여행",5,"관덕정,너븐숭이 4.3기념관,민속자연사박물관,북촌국민학교,북촌돌하르방미술관,삼대국수회관 본점,신산공원,제주국제공항,제주김만복(만복이네김밥집),제주목관아,제주향교,통일관,해녀식당(동복리)",13,202304,202305,202303
아이,4,3,"아이,제주의 문화유산,역사여행,문화탐방,교육여행",5,"관덕정,너븐숭이 4.3기념관,민속자연사박물관,북촌국민학교,북촌돌하르방미술관,삼대국수회관 본점,신산공원,제주국제공항,제주김만복(만복이네김밥집),제주목관아,제주향교,통일관,해녀식당(동복리)",13,202304,202305,202303
아이,4,3,"아이,제주의 문화유산,역사여행,문화탐방,교육여행",5,"관덕정,너븐숭이 4.3기념관,민속자연사박물관,북촌국민학교,북촌돌하르방미술관,삼대국수회관 본점,신산공원,제주국제공항,제주김만복(만복이네김밥집),제주목관아,제주향교,통일관,해녀식당(동복리)",13,202304,202305,202303
커플,2,4,"커플,휴식과 치유 여행,셀프웨딩",3,"광치기해변,구좌상회,더로맨틱,백약이오름,사려니숲길,송당나무,에코랜드 테마파크,용눈이오름,월정리해변,제주국제공항,제주김녕미로공원,종달리수국길,카페갤러리,풍미독서,휴양팬션 스위스마을 Swiss Village Pension",15,202304,202305,202303
친구,3,4,"친구,휴식과 치유 여행,친구,휴식,맛집",5,,0,202305,202305,202303
친구,3,6,"식도락 여행,먹방투어,데이트,맛집투어,친구",5,,0,202305,202305,202303
커플,2,4,"커플,휴식과 치유 여행,휴식여행,우도",4,"마방목지,북촌에가면,비자림,섭지코지,성산항,세화해변,소천지,쇠소깍,아쿠아플라넷 제주,우도(해양도립공원),월정리해변,정방폭포,제주절물자연휴양림,천지연폭포,카멜리아힐",15,202305,202305,202303
친구,5,2,"친구,휴식과 치유 여행,추억",3,,0,202305,202306,202303
아이,4,5,"아이,휴식과 치유 여행,힐링",3,,0,202305,202306,202303
부모,3,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202303
아이,4,4,"레저와 체험,관광,아이",3,"M1971 요트투어,쇠소깍,스누피가든,제주 벨루가,제주국제공항,헬로키티아일랜드,휴애리 자연생활공원",7,202305,202305,202303
커플,2,5,"커플,휴식과 치유 여행,제주도",3,,0,202305,202306,202303
부모,3,5,"부모,휴식과 치유 여행,식도락,제주도",4,"검멀레해변,군산(군산오름,코메오름),남양수산,만장굴,명물,비자림,산지등대,삼성혈,삼성혈해물탕,섬소나이,성산포항,쇠소깍,오설록티뮤지엄,우도 비양도,우도(해양도립공원),우도봉 풍경,우도산호해변 홍조단괴 서빈백사,월령선인장군락지,조천함덕해안도로,하고수동해변,함덕해수욕장,형돈,휴애리 자연생활공원",24,202305,202305,202303
부모,10,4,"휴식과 치유 여행,부모,여행",3,스누피가든,1,202305,202305,202303
부모,5,4,"휴식과 치유 여행,부모,가족",3,,0,202305,202309,202303
부모,2,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202303
아이,8,5,"아이,휴식과 치유 여행,아이,가족",4,"9.81 파크,산굼부리,쇠소깍,제주국제공항,제주민속촌,표선해수욕장,해비치호텔앤드리조트,휘닉스 제주 섭지코지",8,202305,202306,202303
커플,2,3,"커플,전시와 행사,추억",3,,0,202305,202306,202303
아이,3,4,"아이,휴식과 치유 여행,4살인생",3,,0,202305,202305,202303
커플,2,4,"커플,휴식과 치유 여행,먹방,힐링",4,,0,202305,202305,202303
아이,5,3,"휴식과 치유 여행,아이,전시,행사",4,"난드르바당,라림부띠끄호텔,마노르블랑,사려니숲길,성산 유채꽃재배단지,소인국테마파크,아쿠아플라넷 제주,제주국제공항,제주항공우주박물관,족은노꼬메오름,종달리해안도로,카멜리아힐,테디베어뮤지엄제주,헬로키티아일랜드",14,202305,202305,202303
친구,4,3,"친구,휴식과 치유 여행,직원,휴식,치유",5,,0,202305,202305,202303
친구,3,3,"친구,휴식과 치유 여행,친구",3,"가파도,거문오름(UNESCO 세계자연유산),광치기해변,도두동 무지개 해안도로,마방목지,보롬왓,비자림,사계 용머리해안 (해산물),사려니숲길,샤이니숲길,선운정사,섭지코지,수악 (물오름),시크릿가든촬영지,아이리스촬영지(하얀등대),오라동 청보리-메밀꽃밭,오설록티뮤지엄,외돌개,원앙폭포,월정리해안도로,이호테우말등대,정방폭포,제주절물자연휴양림,주상절리대(중문대포해안),천지연폭포,함덕해수욕장,협재해수욕장,형제해안로전망대,황우지해안",29,202305,202305,202303
부모,2,4,"부모,휴식과 치유 여행,입력,체험",4,,0,202305,202305,202303
부모,2,4,"부모,휴식과 치유 여행,체험",3,,0,202305,202305,202303
아이,4,4,"아이,제주의 문화유산,산남매네,산남매네",4,,0,202305,202305,202303
커플,7,4,"커플,휴식과 치유 여행,가족과,함께",4,"우도(해양도립공원),제주국제공항,한화리조트 제주",3,202305,202305,202303
부모,3,3,"부모,휴식과 치유 여행,부모",3,"2093하우스,신설오름,애월한담해안산책로,에코랜드 테마파크,제주국제공항",5,202305,202305,202303
부모,5,3,"부모,휴식과 치유 여행,첫여행,설렘",4,"다인리조트,더큐브리조트 제주,마라도(마라해양도립공원),마라도해녀촌짜장,만장굴,비자림,산방산,서귀포네거리식당,섭지코지,엉알해안,에코랜드 테마파크,오설록티뮤지엄,올래국수,천지연폭포,카멜리아힐,협재해녀의집",16,202305,202305,202303
커플,2,5,"커플,휴식과 치유 여행,힐링,산방산",4,"만장굴,비자림,산방산,산방산탄산온천,새별오름,선녀와나무꾼,성산일출봉(UNESCO 세계자연유산),소인국테마파크,송악산,여미지식물원,오라동 청보리-메밀꽃밭,오설록티뮤지엄,외돌개,용머리해안,월령선인장군락지,정방폭포,제주김녕미로공원,제주민속촌,제주조천스위스마을,중문색달해수욕장,천제연폭포,천지연폭포,카멜리아힐,한라산국립공원,휴애리 자연생활공원",25,202305,202305,202303
커플,2,4,"휴식과 치유 여행,커플,힐링,여행",4,,0,202305,202305,202303
아이,3,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202305,202310,202303
친구,3,5,"친구,휴식과 치유 여행,식,천천히걷기,식도락",5,,0,202305,202305,202303
친구,3,5,"친구,천천히 걷기,휴식/힐링/건강",3,"도두봉,비양도,아라리오뮤지엄동문모텔1,아라리오뮤지엄동문모텔2,애월 한담 카약,애월한담해안산책로,야몬딱털장,용두암,이호테우해수욕장_old,제주국제공항,제주올레 15-A코스,협재해수욕장",12,202305,202305,202303
친구,3,5,"친구,천천히 걷기,가성비여행,무료여행지,배낭여행",5,,0,202305,202305,202303
아이,2,2,"아이,천천히 걷기,치유,바다",4,,0,202305,202305,202303
아이,4,4,"아이,휴식과 치유 여행,전시,관광",4,,0,202305,202306,202303
아이,3,17,"아이,천천히 걷기,숲체험,아이체험",4,"렛츠런파크,사려니숲길,제주돌창고,제주안전체험관",4,202305,202307,202303
혼자,1,4,"혼자,천천히 걷기,#송당리#오름#세화해변,제주도",4,"거문오름(UNESCO 세계자연유산),당오름,만장굴,새별오름,성산일출봉(UNESCO 세계자연유산),용머리해안,웃세오름(누운오름),이호테우말등대,제주국제공항,제주허브동산,주상절리대(중문대포해안),취다선리조트",12,202305,202310,202303
부모,7,3,"가족,부모,휴식과 치유 여행",3,"구엄리돌염전,도두동 무지개 해안도로,사려니숲길,신비의도로,아침미소목장,애월한담해안산책로,이호테우말등대,제주국제공항",8,202305,202305,202303
커플,2,4,"커플,휴식과 치유 여행,쇼핑,식도락",4,,0,202305,202305,202303
부모,3,3,"부모,천천히 걷기,체험,걷기",4,,0,202305,202305,202303
아이,4,5,"아이,체험관광,문화유적지,테마공원,식도락 여행",5,,0,202305,202305,202303
아이,4,4,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,"김녕해수욕장,만장굴,비자림,섭지코지,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원),제주김녕미로공원,제주민속촌,천지연폭포",9,202305,202307,202303
커플,2,3,"커플,휴식과 치유 여행,올레길",3,제주국제공항,1,202305,202306,202303
커플,6,3,"커플,식도락 여행,커플,식도락,식도락 여행",5,,0,202305,202306,202303
아이,5,2,"아이,체험,휴식과 치유 여행",3,"나날 게스트하우스,돈사돈,동문재래시장,렛츠런파크,사려니숲길,산지천,삼대국수회관 본점,삼성혈,서귀포천문과학문화관,선물고팡,쉼터마을 유수암리 농어촌체험마을,올래국수,제주김만복(만복이네김밥집),제주목관아,제주애월해물한상,천지연폭포,항파두리항몽유적지",17,202305,202305,202303
아이,3,19,"아이,레저와 체험,바다",3,"감귤박물관,국립제주박물관,낙타트래킹,만장굴,목장카페 드르쿰다,민속자연사박물관,새별프렌즈 (새별헤이요목장),서귀포천문과학문화관,성산일출봉(UNESCO 세계자연유산),성읍녹차마을,아침미소목장,제주고산리유적,제주안전체험관,판포포구,해녀박물관,화조원",16,202305,202307,202303
커플,2,4,"커플,레저와 체험,휴식",3,"달이뜨는식탁,돈내코힐 리조트,마노르블랑,모이소,보롬왓,새연교,서귀포매일올레시장,섭지코지,성읍민속마을,쇠소깍,외도339,월정리해변,제주레일바이크,제주흑돈세상수라간,휴애리 자연생활공원",15,202305,202305,202303
부모,9,3,"부모,휴식과 치유 여행,부모/자매/여행,친정모임",4,,0,202305,202306,202303
부모,9,3,"부모,맛집,식도락 여행,여행,자매",5,,0,202305,202305,202303
커플,2,4,"커플,제주의 문화유산,스냅샷",3,,0,202305,202305,202303
커플,2,4,"커플,제주의 문화유산,스냅샷",3,"김녕해수욕장,마니주팬션,보롬왓,사려니숲길,제주국제공항",5,202305,202305,202303
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,,0,202305,202310,202303
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,,0,202305,202310,202303
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,"사려니숲길,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원)",3,202305,202305,202303
아이,5,4,"휴식과 치유 여행,ㅇ,아이",3,,0,202305,202305,202303
부모,7,4,"부모,휴식과 치유 여행,휴식",3,"곰막식당,비자림,사계해안도로,새섬,쇠소깍,우도(해양도립공원),은희네해장국 본점,정방폭포,중문수두리보말칼국수,천지연폭포,황우지해안",11,202305,202305,202303
아이,5,4,"휴식과 치유 여행,가족,5식구,아이",4,"메이즈랜드,브라운 스위트 제주 호텔 & 리조트,상효원,섭지코지,성산일출봉(UNESCO 세계자연유산),수목원테마파크,아쿠아플라넷 제주,엠버관광호텔,월정리해변,이호테우말등대,제주국제공항,표선해수욕장,휴애리 자연생활공원",13,202305,202305,202303
친구,6,5,"휴식과 치유 여행,힐링,친구",3,"광치기해변,낭뜰에쉼팡,동문재래시장,몽상드애월(몽상),벵디,비자림,산굼부리,산토리니 펜션,성산항,세화해변,우도(해양도립공원),우도피아,월정리해변,제주국제공항,제주허브동산",15,202305,202308,202303
부모,6,5,"가족,바다,부모,레저와 체험",4,"노라바,동문재래시장,만장굴,메이즈랜드,바구스서핑스쿨,산방산,서귀포매일올레시장,섭지코지,성산일출봉 해송,성산일출봉(UNESCO 세계자연유산),성읍민속마을,쇠소깍,애월 한담 카약,어반정글 부얀트무드,용머리해안,제주라프 짚라인,제주애월해물한상,제주어울림감귤체험농장,주상절리대(중문대포해안),천지연폭포,탐라승마장,황우지해안",22,202305,202308,202303
친구,3,3,"친구,천천히 걷기,맛있는,맛있는 음식",4,"김지순의 낭푼밥상,애월한담해안산책로",2,202305,202305,202303
부모,2,4,"부모,식도락 여행,뭐하지",3,"깡촌흑돼지,노형수퍼마켙,델문도,몽상드애월(몽상),스누피가든,옥만이네,우무(umu),원앤온리,윈드1947 카트 테마파크,유탑유블레스호텔,제주국제공항,주상절리대(중문대포해안),천제연폭포,휴애리 자연생활공원",14,202305,202305,202303
커플,2,4,"커플,레저와 체험,가파도",3,"가파도,모슬포항,미영이네,서귀포매일올레시장,성읍민속마을,외돌개,자매국수 본점,제주수울,제주올레 10-1코스,함덕해수욕장",10,202305,202305,202303
친구,5,3,"친구,휴식과 치유 여행,2박3일",3,,0,202305,202305,202303
혼자,1,3,"휴식과 치유 여행,혼자,식폭행",3,"가시아방,고집돌우럭(중문),더클리프,도두해녀의집,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,숙성도,약천사,여미지식물원,오설록티뮤지엄,용머리해안,우진해장국,제주국제공항",15,202305,202310,202303
혼자,1,5,"비대면 안심여행,ㅇㅇ,ㅇㅇ,혼자",4,"삼성혈해물탕,수복강녕,아랑",3,202305,202305,202303
